"exclude","ne","not","clausetype","never.posn","not.posn","finite","id","year","author","prev.ne","prev.not","next.ne","next.not","has.ne","has.not","has.both","neg.type","has.ne.prev","has.not.prev","has.both.prev","prev.neg.type","has.ne.next","has.not.next","has.both.next","next.neg.type","datepd"
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,55.926",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,55.926",1400,"CMAELR3","-","postverbal","ne","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",TRUE,TRUE,TRUE,"both",3
"-","ne","postverbal","other","-","postverbal","finite","CMAELR3,55.935",1400,"CMAELR3","-","postverbal","-","postverbal",TRUE,TRUE,TRUE,"both",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","matrix","-","postverbal","finite","CMAELR3,56.960",1400,"CMAELR3","ne","postverbal","-","-",FALSE,TRUE,FALSE,"not",TRUE,TRUE,TRUE,"both",FALSE,FALSE,FALSE,NA,3
"-","-","-","second-conjunct","-","-","-","CMAELR3,57.974",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,57.981",1400,"CMAELR3","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,57.983",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,57.987",1400,"CMAELR3","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","other","-","-","finite","CMAELR3,58.1001",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,58.1003",1400,"CMAELR3","-","-","-","-",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","second-conjunct","-","-","-","CMAELR3,58.1004",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","matrix","-","postverbal","finite","CMAELR3,58.1018",1400,"CMAELR3","-","-",NA,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,1.15",1450,"CMAELR4",NA,NA,"-","postverbal",FALSE,TRUE,FALSE,"not",NA,NA,NA,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR4,1.19",1450,"CMAELR4","-","postverbal","-","preverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"only","-","preverbal","other","-","preverbal","finite","CMAELR4,1.19",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,2.35",1450,"CMAELR4","-","preverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR4,2.40",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","second-conjunct","-","postverbal","finite","CMAELR4,2.43",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,2.46",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR4,3.59",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,3.59",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,3.64",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,3.64",1450,"CMAELR4","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,3.67",1450,"CMAELR4","-","postverbal","contracted","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMAELR4,3.69",1450,"CMAELR4","-","-","contracted","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","other","-","-","-","CMAELR4,3.70",1450,"CMAELR4","contracted","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR4,3.76",1450,"CMAELR4","contracted","-","-","-",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"constituent","-","-","imperative","-","-","-","CMAELR4,4.79",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,4.89",1450,"CMAELR4","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR4,4.94",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","other","-","postverbal","finite","CMAELR4,4.100",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR4,4.102",1450,"CMAELR4","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"concord","-","-","imperative","-","-","-","CMAELR4,4.106",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,4.110",1450,"CMAELR4","-","-","-","-",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,5.113",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,5.122",1450,"CMAELR4","-","-","-","-",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","matrix","-","-","-","CMAELR4,5.122",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR4,6.152",1450,"CMAELR4","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR4,6.168",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR4,7.181",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","relative","-","postverbal","finite","CMAELR4,7.182",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","second-conjunct","-","postverbal","finite","CMAELR4,7.190",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR4,8.194",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,8.203",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR4,8.203",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR4,8.208",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","second-conjunct","-","postverbal","finite","CMAELR4,8.210",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,9.235",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,10.252",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR4,10.252",1450,"CMAELR4","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,10.261",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","matrix","-","postverbal","finite","CMAELR4,11.293",1450,"CMAELR4","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,11.293",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","second-conjunct","-","postverbal","finite","CMAELR4,11.294",1450,"CMAELR4","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","second-conjunct","-","-","-","CMAELR4,11.295",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,12.307",1450,"CMAELR4","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,12.310",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,12.311",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,12.312",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR4,12.317",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","matrix","-","postverbal","finite","CMAELR4,12.319",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,12.327",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR4,12.334",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR4,13.342",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,13.359",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR4,13.359",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,13.364",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,13.367",1450,"CMAELR4","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","other","-","-","finite","CMAELR4,14.383",1450,"CMAELR4","-","postverbal","-","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,15.421",1450,"CMAELR4","-","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR4,16.446",1450,"CMAELR4","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,16.446",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","matrix","-","postverbal","finite","CMAELR4,16.448",1450,"CMAELR4","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","matrix","-","-","finite","CMAELR4,16.464",1450,"CMAELR4","-","postverbal","-","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"concord","-","-","imperative","-","-","-","CMAELR4,18.505",1450,"CMAELR4","-","-","-","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,18.509",1450,"CMAELR4","-","-","-","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,18.510",1450,"CMAELR4","-","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,19.513",1450,"CMAELR4","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,19.525",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,19.529",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,19.534",1450,"CMAELR4","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,19.538",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,19.545",1450,"CMAELR4","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","other","-","postverbal","finite","CMAELR4,20.560",1450,"CMAELR4","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,20.565",1450,"CMAELR4","-","postverbal","-","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,20.567",1450,"CMAELR4","-","-","-","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"constituent","-","-","imperative","-","-","-","CMAELR4,20.573",1450,"CMAELR4","-","-","-","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,20.575",1450,"CMAELR4","-","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,20.580",1450,"CMAELR4","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,20.595",1450,"CMAELR4","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","matrix","-","-","-","CMAELR4,20.599",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,21.600",1450,"CMAELR4","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","other","-","postverbal","finite","CMAELR4,21.601",1450,"CMAELR4","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"constituent","-","-","imperative","-","-","-","CMAELR4,21.605",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR4,21.625",1450,"CMAELR4","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,21.639",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,21.642",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,21.643",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR4,22.647",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,22.651",1450,"CMAELR4","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,22.671",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,22.672",1450,"CMAELR4","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","second-conjunct","-","postverbal","finite","CMAELR4,22.674",1450,"CMAELR4","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,22.675",1450,"CMAELR4","-","postverbal","-","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,22.679",1450,"CMAELR4","-","-","-","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,22.680",1450,"CMAELR4","-","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,22.681",1450,"CMAELR4","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR4,23.700",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR4,23.702",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR4,23.711",1450,"CMAELR4","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR4,23.714",1450,"CMAELR4","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","matrix","-","postverbal","finite","CMAELR4,24.733",1450,"CMAELR4","-","-","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMAELR4,24.739",1450,"CMAELR4","-","postverbal",NA,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",NA,NA,NA,NA,3
"contraction","contracted","-","matrix","-","-","-","CMANCRIW-1,I.42.9",1230,"CMANCRIW-1",NA,NA,"contracted","-",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,1
"contraction","contracted","-","matrix","-","-","-","CMANCRIW-1,I.42.18",1230,"CMANCRIW-1","contracted","-","contracted","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,1
"contraction","contracted","-","matrix","-","-","-","CMANCRIW-1,I.42.21",1230,"CMANCRIW-1","contracted","-","ne","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,"ne",1
"concord","ne","-","relative","-","-","finite","CMANCRIW-1,I.44.28",1230,"CMANCRIW-1","contracted","-","ne","-",TRUE,FALSE,FALSE,"ne",FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,"ne",1
"-","ne","-","relative","-","-","finite","CMANCRIW-1,I.44.28",1230,"CMANCRIW-1","ne","-","ne","-",TRUE,FALSE,FALSE,"ne",TRUE,FALSE,FALSE,"ne",TRUE,FALSE,FALSE,"ne",1
"-","ne","-","matrix","-","-","finite","CMANCRIW-1,I.44.30",1230,"CMANCRIW-1","ne","-","contracted","-",TRUE,FALSE,FALSE,"ne",TRUE,FALSE,FALSE,"ne",FALSE,FALSE,FALSE,NA,1
"contraction","contracted","-","matrix","-","-","-","CMANCRIW-1,I.44.32",1230,"CMANCRIW-1","ne","-","ne","postverbal",FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,"ne",TRUE,TRUE,TRUE,"both",1
"-","ne","postverbal","matrix","-","postverbal","finite","CMANCRIW-1,I.44.35",1230,"CMANCRIW-1","contracted","-","ne","postverbal",TRUE,TRUE,TRUE,"both",FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,"both",1
"-","ne","postverbal","matrix","-","postverbal","finite","CMANCRIW-1,I.44.36",1230,"CMANCRIW-1","ne","postverbal","ne","postverbal",TRUE,TRUE,TRUE,"both",TRUE,TRUE,TRUE,"both",TRUE,TRUE,TRUE,"both",1
